timestamp,type,distance_cm,confidence,box_height_px
2026-03-23 21:05:29,HUMAN,214,0.897,555
2026-03-23 21:05:29,HUMAN,213,0.925,557
2026-03-23 21:05:29,HUMAN,213,0.925,557
2026-03-23 21:05:29,HUMAN,214,0.903,555
2026-03-23 21:05:29,HUMAN,214,0.899,555
2026-03-23 21:05:29,HUMAN,214,0.920,556
2026-03-23 21:05:29,HUMAN,213,0.928,558
2026-03-23 21:05:29,HUMAN,214,0.925,555
2026-03-23 21:05:29,HUMAN,214,0.925,555
2026-03-23 21:05:29,HUMAN,214,0.923,554
2026-03-23 21:05:29,HUMAN,214,0.868,554
2026-03-23 21:05:29,HUMAN,215,0.863,552
2026-03-23 21:05:29,HUMAN,214,0.928,555
2026-03-23 21:05:30,HUMAN,214,0.918,556
2026-03-23 21:05:30,HUMAN,214,0.918,556
2026-03-23 21:05:30,HUMAN,214,0.919,555
2026-03-23 21:05:30,HUMAN,214,0.923,555
2026-03-23 21:05:30,HUMAN,213,0.914,557
2026-03-23 21:05:30,HUMAN,213,0.914,557
2026-03-23 21:05:30,HUMAN,213,0.922,558
2026-03-23 21:05:30,HUMAN,213,0.917,558
2026-03-23 21:05:30,HUMAN,212,0.917,559
2026-03-23 21:05:30,HUMAN,212,0.928,561
2026-03-23 21:05:30,HUMAN,212,0.923,560
2026-03-23 21:05:30,HUMAN,212,0.925,561
2026-03-23 21:05:30,HUMAN,212,0.925,561
2026-03-23 21:05:30,HUMAN,212,0.922,559
2026-03-23 21:05:30,HUMAN,212,0.922,559
2026-03-23 21:05:30,HUMAN,213,0.918,558
2026-03-23 21:05:30,HUMAN,212,0.877,559
2026-03-23 21:05:31,HUMAN,212,0.877,559
2026-03-23 21:05:31,HUMAN,213,0.891,557
2026-03-23 21:05:31,HUMAN,213,0.863,557
2026-03-23 21:05:31,HUMAN,212,0.892,560
2026-03-23 21:05:31,HUMAN,212,0.878,559
2026-03-23 21:05:31,HUMAN,212,0.878,559
2026-03-23 21:05:31,HUMAN,214,0.926,556
2026-03-23 21:05:31,HUMAN,214,0.925,555
2026-03-23 21:05:31,HUMAN,213,0.916,557
2026-03-23 21:05:31,HUMAN,213,0.916,557
2026-03-23 21:05:31,HUMAN,212,0.917,559
2026-03-23 21:05:31,HUMAN,214,0.922,556
2026-03-23 21:05:31,HUMAN,213,0.929,557
2026-03-23 21:05:31,HUMAN,214,0.926,556
2026-03-23 21:05:31,HUMAN,214,0.924,554
2026-03-23 21:05:31,HUMAN,214,0.918,556
2026-03-23 21:05:31,HUMAN,215,0.904,553
2026-03-23 21:05:31,HUMAN,213,0.911,557
2026-03-23 21:05:32,HUMAN,213,0.911,557
2026-03-23 21:05:32,HUMAN,213,0.925,557
2026-03-23 21:05:32,HUMAN,213,0.942,557
2026-03-23 21:05:32,HUMAN,213,0.942,557
2026-03-23 21:05:32,HUMAN,214,0.932,556
2026-03-23 21:05:32,HUMAN,214,0.932,555
2026-03-23 21:05:32,HUMAN,214,0.932,555
2026-03-23 21:05:32,HUMAN,214,0.926,555
2026-03-23 21:05:32,HUMAN,214,0.923,555
2026-03-23 21:05:32,HUMAN,214,0.923,555
2026-03-23 21:05:32,HUMAN,214,0.907,555
2026-03-23 21:05:32,HUMAN,214,0.929,555
2026-03-23 21:05:32,HUMAN,214,0.929,555
2026-03-23 21:05:32,HUMAN,214,0.913,556
2026-03-23 21:05:32,HUMAN,214,0.914,556
2026-03-23 21:05:33,HUMAN,214,0.914,556
2026-03-23 21:05:33,HUMAN,214,0.907,556
2026-03-23 21:05:33,HUMAN,214,0.903,555
2026-03-23 21:05:33,HUMAN,214,0.915,556
2026-03-23 21:05:33,HUMAN,214,0.906,556
2026-03-23 21:05:33,HUMAN,214,0.906,556
2026-03-23 21:05:33,HUMAN,214,0.915,556
2026-03-23 21:05:33,HUMAN,214,0.904,556
2026-03-23 21:05:33,HUMAN,214,0.908,556
2026-03-23 21:05:33,HUMAN,214,0.908,556
2026-03-23 21:05:33,HUMAN,214,0.913,556
2026-03-23 21:05:33,HUMAN,214,0.913,556
2026-03-23 21:05:33,HUMAN,214,0.918,556
2026-03-23 21:05:33,HUMAN,214,0.907,556
2026-03-23 21:05:33,HUMAN,214,0.912,556
2026-03-23 21:05:33,HUMAN,214,0.913,556
2026-03-23 21:05:34,HUMAN,214,0.907,555
2026-03-23 21:05:34,HUMAN,214,0.907,555
2026-03-23 21:05:34,HUMAN,214,0.904,556
2026-03-23 21:05:34,HUMAN,214,0.906,556
2026-03-23 21:05:34,HUMAN,214,0.914,556
2026-03-23 21:05:34,HUMAN,214,0.910,555
2026-03-23 21:05:34,HUMAN,214,0.897,556
2026-03-23 21:05:34,HUMAN,214,0.897,556
2026-03-23 21:05:34,HUMAN,214,0.903,555
2026-03-23 21:05:34,HUMAN,214,0.898,555
2026-03-23 21:05:34,HUMAN,215,0.899,553
2026-03-23 21:05:34,HUMAN,215,0.899,553
2026-03-23 21:05:34,HUMAN,215,0.893,553
2026-03-23 21:05:34,HUMAN,215,0.893,553
2026-03-23 21:05:34,HUMAN,214,0.899,555
2026-03-23 21:05:34,HUMAN,214,0.903,555
2026-03-23 21:05:35,HUMAN,215,0.896,553
2026-03-23 21:05:35,HUMAN,215,0.904,553
2026-03-23 21:05:35,HUMAN,215,0.900,553
2026-03-23 21:05:35,HUMAN,215,0.909,553
2026-03-23 21:05:35,HUMAN,215,0.906,553
2026-03-23 21:05:35,HUMAN,214,0.906,554
2026-03-23 21:05:35,HUMAN,214,0.907,554
2026-03-23 21:05:35,HUMAN,214,0.908,554
2026-03-23 21:05:35,HUMAN,214,0.906,554
2026-03-23 21:05:35,HUMAN,215,0.904,553
2026-03-23 21:05:35,HUMAN,214,0.908,555
2026-03-23 21:05:35,HUMAN,214,0.906,554
2026-03-23 21:05:35,HUMAN,214,0.913,554
2026-03-23 21:05:35,HUMAN,214,0.905,556
2026-03-23 21:05:35,HUMAN,214,0.908,554
2026-03-23 21:05:35,HUMAN,213,0.917,558
2026-03-23 21:05:36,HUMAN,208,0.908,570
2026-03-23 21:05:36,HUMAN,205,0.880,579
2026-03-23 21:05:36,HUMAN,202,0.840,588
2026-03-23 21:05:36,HUMAN,202,0.840,588
2026-03-23 21:05:36,HUMAN,198,0.824,600
2026-03-23 21:05:36,HUMAN,194,0.813,611
2026-03-23 21:05:36,HUMAN,187,0.908,634
2026-03-23 21:05:36,HUMAN,184,0.906,644
2026-03-23 21:05:36,HUMAN,184,0.906,644
2026-03-23 21:05:36,HUMAN,176,0.886,673
2026-03-23 21:05:36,HUMAN,175,0.877,679
2026-03-23 21:05:36,HUMAN,174,0.858,682
2026-03-23 21:05:36,HUMAN,172,0.877,688
2026-03-23 21:05:36,HUMAN,171,0.886,692
2026-03-23 21:05:36,HUMAN,171,0.886,692
2026-03-23 21:05:36,HUMAN,175,0.848,679
2026-03-23 21:05:36,HUMAN,176,0.862,674
2026-03-23 21:05:37,HUMAN,178,0.872,667
2026-03-23 21:05:37,HUMAN,178,0.872,667
2026-03-23 21:05:37,HUMAN,180,0.895,660
2026-03-23 21:05:37,HUMAN,187,0.911,633
2026-03-23 21:05:37,HUMAN,190,0.906,625
2026-03-23 21:05:37,HUMAN,193,0.840,614
2026-03-23 21:05:37,HUMAN,197,0.874,602
2026-03-23 21:05:37,HUMAN,203,0.895,586
2026-03-23 21:05:37,HUMAN,206,0.828,577
2026-03-23 21:05:37,HUMAN,209,0.879,567
2026-03-23 21:05:37,HUMAN,214,0.858,556
2026-03-23 21:05:37,HUMAN,216,0.865,550
2026-03-23 21:05:37,HUMAN,217,0.916,547
2026-03-23 21:05:37,HUMAN,217,0.916,547
2026-03-23 21:05:37,HUMAN,219,0.906,541
2026-03-23 21:05:37,HUMAN,221,0.913,538
2026-03-23 21:05:37,HUMAN,221,0.932,537
2026-03-23 21:05:38,HUMAN,222,0.920,534
2026-03-23 21:05:38,HUMAN,222,0.920,534
2026-03-23 21:05:38,HUMAN,222,0.922,536
2026-03-23 21:05:38,HUMAN,222,0.927,536
2026-03-23 21:05:38,HUMAN,221,0.918,537
2026-03-23 21:05:38,HUMAN,221,0.913,537
2026-03-23 21:05:38,HUMAN,221,0.909,538
2026-03-23 21:05:38,HUMAN,221,0.909,538
2026-03-23 21:05:38,HUMAN,220,0.918,539
